"event_number","event_number_niskin","ship","cruise","date_time_utc","latitude","longitude","depth","filter_size","replicate","chl","phaeo","iode_quality_flag","fluorometer"
"MVCO_281","MVCO_281_02","","",2011-10-24 18:10:00,41.325,-70.5667,10,">0","b",3.042,1.102,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_281","MVCO_281_03","","",2011-10-24 18:10:00,41.325,-70.5667,6,">0","a",2.37,0.901,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_281","MVCO_281_03","","",2011-10-24 18:10:00,41.325,-70.5667,6,">0","b",2.555,0.871,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_281","MVCO_281_04","","",2011-10-24 18:10:00,41.325,-70.5667,0,">0","a",3.076,1.027,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_281","MVCO_281_04","","",2011-10-24 18:10:00,41.325,-70.5667,0,">0","b",3.137,1.246,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_281","MVCO_281_04","","",2011-10-24 18:10:00,41.325,-70.5667,0,">0&<10","a",1.643,0.83,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_281","MVCO_281_04","","",2011-10-24 18:10:00,41.325,-70.5667,0,">0&<10","b",1.802,0.838,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_282","MVCO_282_01","","",2011-10-31 19:00:00,41.325,-70.5667,15,">0","a",2.07,0.748,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_282","MVCO_282_01","","",2011-10-31 19:00:00,41.325,-70.5667,15,">0","b",1.819,0.695,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_282","MVCO_282_02","","",2011-10-31 19:00:00,41.325,-70.5667,10,">0","a",2.112,0.687,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_282","MVCO_282_02","","",2011-10-31 19:00:00,41.325,-70.5667,10,">0","b",1.978,0.766,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_282","MVCO_282_03","","",2011-10-31 19:00:00,41.325,-70.5667,6,">0","a",1.971,0.724,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_282","MVCO_282_03","","",2011-10-31 19:00:00,41.325,-70.5667,6,">0","b",1.781,0.563,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_282","MVCO_282_04","","",2011-10-31 19:00:00,41.325,-70.5667,0,">0","a",1.867,0.567,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_282","MVCO_282_04","","",2011-10-31 19:00:00,41.325,-70.5667,0,">0","b",1.883,0.619,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_282","MVCO_282_04","","",2011-10-31 19:00:00,41.325,-70.5667,0,">0&<10","a",1.582,0.553,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_282","MVCO_282_04","","",2011-10-31 19:00:00,41.325,-70.5667,0,">0&<10","b",1.679,0.508,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_283","MVCO_283_01","","",2011-11-22 14:40:00,41.325,-70.5683,15,">0","a",NaN,NaN,4,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_283","MVCO_283_01","","",2011-11-22 14:40:00,41.325,-70.5683,15,">0","b",3.976,1.403,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_283","MVCO_283_02","","",2011-11-22 14:40:00,41.325,-70.5683,10,">0","a",4.682,1.088,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_283","MVCO_283_02","","",2011-11-22 14:40:00,41.325,-70.5683,10,">0","b",4.965,1.535,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_283","MVCO_283_03","","",2011-11-22 14:40:00,41.325,-70.5683,4,">0","a",4.78,0.988,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_283","MVCO_283_03","","",2011-11-22 14:40:00,41.325,-70.5683,4,">0","b",4.58,1.271,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_283","MVCO_283_04","","",2011-11-22 14:40:00,41.325,-70.5683,2,">0","a",4.112,1.527,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_283","MVCO_283_04","","",2011-11-22 14:40:00,41.325,-70.5683,2,">0","b",5.131,1.054,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_283","MVCO_283_04","","",2011-11-22 14:40:00,41.325,-70.5683,2,">0&<10","a",1.684,1.02,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_283","MVCO_283_04","","",2011-11-22 14:40:00,41.325,-70.5683,2,">0&<10","b",1.505,0.85,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_284","MVCO_284_01","","",2011-11-22 15:50:00,41.3233,-70.5667,15,">0","a",4.392,1.605,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_284","MVCO_284_01","","",2011-11-22 15:50:00,41.3233,-70.5667,15,">0","b",4.919,1.507,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_284","MVCO_284_02","","",2011-11-22 15:50:00,41.3233,-70.5667,10,">0","a",4.622,1.189,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_284","MVCO_284_02","","",2011-11-22 15:50:00,41.3233,-70.5667,10,">0","b",4.456,1.225,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_284","MVCO_284_03","","",2011-11-22 15:50:00,41.3233,-70.5667,4,">0","a",4.619,1.445,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_284","MVCO_284_03","","",2011-11-22 15:50:00,41.3233,-70.5667,4,">0","b",4.826,1.212,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_284","MVCO_284_04","","",2011-11-22 15:50:00,41.3233,-70.5667,2,">0","a",4.585,1.035,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_284","MVCO_284_04","","",2011-11-22 15:50:00,41.3233,-70.5667,2,">0","b",4.91,1.395,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_284","MVCO_284_04","","",2011-11-22 15:50:00,41.3233,-70.5667,2,">0&<10","a",1.561,0.875,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_284","MVCO_284_04","","",2011-11-22 15:50:00,41.3233,-70.5667,2,">0&<10","b",2.051,1.104,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_285","MVCO_285_01","","",2011-11-22 17:20:00,41.325,-70.5667,15,">0","a",6.121,1.599,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_285","MVCO_285_01","","",2011-11-22 17:20:00,41.325,-70.5667,15,">0","b",6.056,1.249,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_285","MVCO_285_02","","",2011-11-22 17:20:00,41.325,-70.5667,10,">0","a",5.562,1.408,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_285","MVCO_285_02","","",2011-11-22 17:20:00,41.325,-70.5667,10,">0","b",5.507,1.389,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_285","MVCO_285_03","","",2011-11-22 17:20:00,41.325,-70.5667,4,">0","a",5.88,1.119,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_285","MVCO_285_03","","",2011-11-22 17:20:00,41.325,-70.5667,4,">0","b",5.606,1.497,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_285","MVCO_285_04","","",2011-11-22 17:20:00,41.325,-70.5667,2,">0","a",5.077,1.087,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_285","MVCO_285_04","","",2011-11-22 17:20:00,41.325,-70.5667,2,">0","b",5.016,1.566,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_285","MVCO_285_04","","",2011-11-22 17:20:00,41.325,-70.5667,2,">0&<10","a",1.634,0.912,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_285","MVCO_285_04","","",2011-11-22 17:20:00,41.325,-70.5667,2,">0&<10","b",1.463,0.953,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_286","MVCO_286_01","","",2011-11-22 19:05:00,41.3233,-70.5716,15,">0","a",5.528,1.831,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_286","MVCO_286_01","","",2011-11-22 19:05:00,41.3233,-70.5716,15,">0","b",5.38,1.864,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_286","MVCO_286_02","","",2011-11-22 19:05:00,41.3233,-70.5716,10,">0","a",5.226,1.282,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_286","MVCO_286_02","","",2011-11-22 19:05:00,41.3233,-70.5716,10,">0","b",5.07,1.521,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_286","MVCO_286_03","","",2011-11-22 19:05:00,41.3233,-70.5716,4,">0","a",5.012,1.243,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_286","MVCO_286_03","","",2011-11-22 19:05:00,41.3233,-70.5716,4,">0","b",5.189,1.272,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_286","MVCO_286_04","","",2011-11-22 19:05:00,41.3233,-70.5716,2.3,">0","a",5.796,1.76,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_286","MVCO_286_04","","",2011-11-22 19:05:00,41.3233,-70.5716,2.3,">0","b",5.304,1.266,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_286","MVCO_286_04","","",2011-11-22 19:05:00,41.3233,-70.5716,2.3,">0&<10","a",1.688,0.919,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_286","MVCO_286_04","","",2011-11-22 19:05:00,41.3233,-70.5716,2.3,">0&<10","b",1.391,0.88,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_287","MVCO_287_01","","",2011-12-12 19:15:00,41.325,-70.5667,15,">0","a",2.608,1.269,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_287","MVCO_287_01","","",2011-12-12 19:15:00,41.325,-70.5667,15,">0","b",2.476,1.325,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_287","MVCO_287_02","","",2011-12-12 19:15:00,41.325,-70.5667,10,">0","a",2.771,1.33,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_287","MVCO_287_02","","",2011-12-12 19:15:00,41.325,-70.5667,10,">0","b",2.533,1.229,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_287","MVCO_287_03","","",2011-12-12 19:15:00,41.325,-70.5667,6,">0","a",2.608,1.255,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_287","MVCO_287_03","","",2011-12-12 19:15:00,41.325,-70.5667,6,">0","b",2.438,1.142,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_287","MVCO_287_04","","",2011-12-12 19:15:00,41.325,-70.5667,0,">0","a",2.927,1.413,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_287","MVCO_287_04","","",2011-12-12 19:15:00,41.325,-70.5667,0,">0","b",2.944,1.334,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_287","MVCO_287_04","","",2011-12-12 19:15:00,41.325,-70.5667,0,">0&<10","a",1.848,0.957,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_287","MVCO_287_04","","",2011-12-12 19:15:00,41.325,-70.5667,0,">0&<10","b",1.848,1.048,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_288","MVCO_288_01","","",2012-01-09 20:00:00,41.325,-70.5667,15,">0","a",9.825,1.924,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_288","MVCO_288_01","","",2012-01-09 20:00:00,41.325,-70.5667,15,">0","b",9.326,1.5,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_288","MVCO_288_02","","",2012-01-09 20:00:00,41.325,-70.5667,10,">0","a",8.504,1.428,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_288","MVCO_288_02","","",2012-01-09 20:00:00,41.325,-70.5667,10,">0","b",7.974,1.099,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_288","MVCO_288_03","","",2012-01-09 20:00:00,41.325,-70.5667,6,">0","a",8.8,1.334,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_288","MVCO_288_03","","",2012-01-09 20:00:00,41.325,-70.5667,6,">0","b",8.448,1.514,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_288","MVCO_288_04","","",2012-01-09 20:00:00,41.325,-70.5667,0,">0","a",10.693,1.65,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_288","MVCO_288_04","","",2012-01-09 20:00:00,41.325,-70.5667,0,">0","b",10.081,1.767,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_288","MVCO_288_04","","",2012-01-09 20:00:00,41.325,-70.5667,0,">0&<10","a",1.31,0.575,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_288","MVCO_288_04","","",2012-01-09 20:00:00,41.325,-70.5667,0,">0&<10","b",1.382,0.605,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_289","MVCO_289_01","","",2012-02-08 20:30:00,41.325,-70.5667,15,">0","a",4.541,0.664,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_289","MVCO_289_01","","",2012-02-08 20:30:00,41.325,-70.5667,15,">0","b",4.41,0.73,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_289","MVCO_289_02","","",2012-02-08 20:30:00,41.325,-70.5667,10,">0","a",4.374,0.651,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_289","MVCO_289_02","","",2012-02-08 20:30:00,41.325,-70.5667,10,">0","b",4.243,0.653,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_289","MVCO_289_03","","",2012-02-08 20:30:00,41.325,-70.5667,6,">0","a",3.539,0.694,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_289","MVCO_289_03","","",2012-02-08 20:30:00,41.325,-70.5667,6,">0","b",3.726,0.688,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_289","MVCO_289_04","","",2012-02-08 20:30:00,41.325,-70.5667,0,">0","a",3.903,0.831,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_289","MVCO_289_04","","",2012-02-08 20:30:00,41.325,-70.5667,0,">0","b",4.235,0.737,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_289","MVCO_289_04","","",2012-02-08 20:30:00,41.325,-70.5667,0,">0&<10","a",0.592,0.254,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_289","MVCO_289_04","","",2012-02-08 20:30:00,41.325,-70.5667,0,">0&<10","b",0.451,0.304,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_290","MVCO_290_01","","",2012-02-15 18:15:00,41.325,-70.5667,15,">0","a",5.774,0.852,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_290","MVCO_290_01","","",2012-02-15 18:15:00,41.325,-70.5667,15,">0","b",5.658,0.877,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_290","MVCO_290_02","","",2012-02-15 18:15:00,41.325,-70.5667,10,">0","a",4.304,0.661,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_290","MVCO_290_02","","",2012-02-15 18:15:00,41.325,-70.5667,10,">0","b",4.22,0.808,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_290","MVCO_290_03","","",2012-02-15 18:15:00,41.325,-70.5667,6,">0","a",4.686,0.647,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_290","MVCO_290_03","","",2012-02-15 18:15:00,41.325,-70.5667,6,">0","b",4.385,0.695,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_290","MVCO_290_04","","",2012-02-15 18:15:00,41.325,-70.5667,0,">0","a",4.154,0.81,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_290","MVCO_290_04","","",2012-02-15 18:15:00,41.325,-70.5667,0,">0","b",4.308,0.946,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_290","MVCO_290_04","","",2012-02-15 18:15:00,41.325,-70.5667,0,">0&<10","a",1.65,0.384,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_290","MVCO_290_04","","",2012-02-15 18:15:00,41.325,-70.5667,0,">0&<10","b",NaN,NaN,4,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_291","MVCO_291_01","","",2012-03-06 15:50:00,41.325,-70.5667,15.5,">0","a",3.12,1.04,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_291","MVCO_291_01","","",2012-03-06 15:50:00,41.325,-70.5667,15.5,">0","b",3.09,0.683,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_291","MVCO_291_02","","",2012-03-06 15:50:00,41.325,-70.5667,10,">0","a",2.763,0.761,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_291","MVCO_291_02","","",2012-03-06 15:50:00,41.325,-70.5667,10,">0","b",2.677,0.841,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_291","MVCO_291_03","","",2012-03-06 15:50:00,41.325,-70.5667,4,">0","a",2.435,0.721,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_291","MVCO_291_03","","",2012-03-06 15:50:00,41.325,-70.5667,4,">0","b",2.427,0.647,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_291","MVCO_291_04","","",2012-03-06 15:50:00,41.325,-70.5667,2.8,">0","a",2.421,0.8,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_291","MVCO_291_04","","",2012-03-06 15:50:00,41.325,-70.5667,2.8,">0","b",2.568,0.78,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_291","MVCO_291_04","","",2012-03-06 15:50:00,41.325,-70.5667,2.8,">0&<10","a",0.704,0.365,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_291","MVCO_291_04","","",2012-03-06 15:50:00,41.325,-70.5667,2.8,">0&<10","b",1.646,0.606,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_292","MVCO_292_01","","",2012-03-06 17:30:00,41.325,-70.565,15.7,">0","a",3.015,0.923,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_292","MVCO_292_01","","",2012-03-06 17:30:00,41.325,-70.565,15.7,">0","b",3.015,1.188,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_292","MVCO_292_02","","",2012-03-06 17:30:00,41.325,-70.565,10,">0","a",2.031,0.552,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_292","MVCO_292_02","","",2012-03-06 17:30:00,41.325,-70.565,10,">0","b",1.866,0.514,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_292","MVCO_292_03","","",2012-03-06 17:30:00,41.325,-70.565,4,">0","a",1.888,0.365,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_292","MVCO_292_03","","",2012-03-06 17:30:00,41.325,-70.565,4,">0","b",1.92,0.406,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_292","mvco_292_04","","",2012-03-06 17:30:00,41.325,-70.565,2.7,">0","a",1.836,0.49,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_292","mvco_292_04","","",2012-03-06 17:30:00,41.325,-70.565,2.7,">0","b",1.815,0.47,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_292","mvco_292_04","","",2012-03-06 17:30:00,41.325,-70.565,2.7,">0&<10","a",0.713,0.245,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_292","mvco_292_04","","",2012-03-06 17:30:00,41.325,-70.565,2.7,">0&<10","b",0.953,0.335,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_293","MVCO_293_01","","",2012-03-06 19:14:00,41.3233,-70.565,15.5,">0","a",2.496,0.546,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_293","MVCO_293_01","","",2012-03-06 19:14:00,41.3233,-70.565,15.5,">0","b",2.453,0.7,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_293","MVCO_293_02","","",2012-03-06 19:14:00,41.3233,-70.565,10,">0","a",1.945,0.407,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_293","MVCO_293_02","","",2012-03-06 19:14:00,41.3233,-70.565,10,">0","b",1.877,0.514,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_293","MVCO_293_03","","",2012-03-06 19:14:00,41.3233,-70.565,4,">0","a",1.697,0.452,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_293","MVCO_293_03","","",2012-03-06 19:14:00,41.3233,-70.565,4,">0","b",1.827,0.36,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_293","MVCO_293_04","","",2012-03-06 19:14:00,41.3233,-70.565,2.5,">0","a",1.697,0.382,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_293","MVCO_293_04","","",2012-03-06 19:14:00,41.3233,-70.565,2.5,">0","b",1.812,0.393,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_293","MVCO_293_04","","",2012-03-06 19:14:00,41.3233,-70.565,2.5,">0&<10","a",0.936,0.293,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_293","MVCO_293_04","","",2012-03-06 19:14:00,41.3233,-70.565,2.5,">0&<10","b",0.824,0.256,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_294","MVCO_294_01","","",2012-03-06 20:36:00,41.325,-70.565,15.5,">0","a",2.232,0.505,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_294","MVCO_294_01","","",2012-03-06 20:36:00,41.325,-70.565,15.5,">0","b",2.341,0.474,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_294","MVCO_294_02","","",2012-03-06 20:36:00,41.325,-70.565,10,">0","a",1.924,0.369,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_294","MVCO_294_02","","",2012-03-06 20:36:00,41.325,-70.565,10,">0","b",2.001,0.394,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_294","MVCO_294_03","","",2012-03-06 20:36:00,41.325,-70.565,4,">0","a",1.781,0.317,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_294","MVCO_294_03","","",2012-03-06 20:36:00,41.325,-70.565,4,">0","b",1.78,0.33,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_294","MVCO_294_04","","",2012-03-06 20:36:00,41.325,-70.565,2.8,">0","a",1.646,0.214,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_294","MVCO_294_04","","",2012-03-06 20:36:00,41.325,-70.565,2.8,">0","b",1.643,0.39,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_294","MVCO_294_04","","",2012-03-06 20:36:00,41.325,-70.565,2.8,">0&<10","a",0.821,0.239,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_294","MVCO_294_04","","",2012-03-06 20:36:00,41.325,-70.565,2.8,">0&<10","b",0.842,0.248,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_295","MVCO_295_01","","",2012-04-20 18:30:00,41.325,-70.5667,15,">0","a",2.763,0.594,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_295","MVCO_295_01","","",2012-04-20 18:30:00,41.325,-70.5667,15,">0","b",2.876,0.521,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_295","MVCO_295_02","","",2012-04-20 18:30:00,41.325,-70.5667,10,">0","a",1.485,0.307,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_295","MVCO_295_02","","",2012-04-20 18:30:00,41.325,-70.5667,10,">0","b",1.368,0.284,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_295","MVCO_295_03","","",2012-04-20 18:30:00,41.325,-70.5667,6,">0","a",1.076,0.159,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_295","MVCO_295_03","","",2012-04-20 18:30:00,41.325,-70.5667,6,">0","b",0.956,0.304,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_295","MVCO_295_04","","",2012-04-20 18:30:00,41.325,-70.5667,0,">0","a",0.897,0.167,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_295","MVCO_295_04","","",2012-04-20 18:30:00,41.325,-70.5667,0,">0","b",0.88,0.157,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_295","MVCO_295_04","","",2012-04-20 18:30:00,41.325,-70.5667,0,">0&<10","a",0.333,0.06,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_295","MVCO_295_04","","",2012-04-20 18:30:00,41.325,-70.5667,0,">0&<10","b",0.313,0.081,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_296","MVCO_296_01","","",2012-06-15 16:15:00,41.325,-70.5667,15,">0","a",1.842,0.617,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_296","MVCO_296_01","","",2012-06-15 16:15:00,41.325,-70.5667,15,">0","b",1.847,0.67,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_296","MVCO_296_02","","",2012-06-15 16:15:00,41.325,-70.5667,10,">0","a",1.498,0.646,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_296","MVCO_296_02","","",2012-06-15 16:15:00,41.325,-70.5667,10,">0","b",1.682,0.738,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_296","MVCO_296_03","","",2012-06-15 16:15:00,41.325,-70.5667,6,">0","a",1.372,0.526,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_296","MVCO_296_03","","",2012-06-15 16:15:00,41.325,-70.5667,6,">0","b",1.263,0.579,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_296","MVCO_296_04","","",2012-06-15 16:15:00,41.325,-70.5667,2,">0","a",1.26,0.566,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_296","MVCO_296_04","","",2012-06-15 16:15:00,41.325,-70.5667,2,">0","b",1.215,0.512,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_296","MVCO_296_04","","",2012-06-15 16:15:00,41.325,-70.5667,2,">0&<10","a",0.771,0.422,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_296","MVCO_296_04","","",2012-06-15 16:15:00,41.325,-70.5667,2,">0&<10","b",0.775,0.471,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_300","MVCO_300_00","","",2012-07-10 14:15:00,41.325,-70.565,0,">0","a",0.927,0.287,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_300","MVCO_300_00","","",2012-07-10 14:15:00,41.325,-70.565,0,">0","b",0.918,0.31,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_300","MVCO_300_00","","",2012-07-10 14:15:00,41.325,-70.565,0,">0&<10","a",0.715,0.234,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
