"event_number","event_number_niskin","ship","cruise","date_time_utc","latitude","longitude","depth","filter_size","replicate","chl","phaeo","iode_quality_flag","fluorometer"
"MVCO_027","MVCO_027_02","","",2004-10-04 16:00:00,41.325,-70.5667,4,">0","b",5.972,1.8,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_027","MVCO_027_02","","",2004-10-04 16:00:00,41.325,-70.5667,4,">0&<10","a",3.824,1.454,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_027","MVCO_027_02","","",2004-10-04 16:00:00,41.325,-70.5667,4,">0&<10","b",4.016,1.597,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_027","MVCO_027_02","","",2004-10-04 16:00:00,41.325,-70.5667,4,">0&<80","a",5.18,1.799,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_027","MVCO_027_02","","",2004-10-04 16:00:00,41.325,-70.5667,4,">0&<80","b",5.615,1.78,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_027","MVCO_027_03","","",2004-10-04 16:00:00,41.325,-70.5667,12,">0","a",5.625,2.217,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_027","MVCO_027_03","","",2004-10-04 16:00:00,41.325,-70.5667,12,">0","b",5.608,2.063,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_028","MVCO_028_00","","",2004-10-13 16:00:00,41.325,-70.5667,0,">0","a",5.151,1.337,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_028","MVCO_028_00","","",2004-10-13 16:00:00,41.325,-70.5667,0,">0","b",5.2,1.086,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_028","MVCO_028_00","","",2004-10-13 16:00:00,41.325,-70.5667,0,">0&<10","a",1.366,0.497,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_028","MVCO_028_00","","",2004-10-13 16:00:00,41.325,-70.5667,0,">0&<10","b",1.477,0.548,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_028","MVCO_028_00","","",2004-10-13 16:00:00,41.325,-70.5667,0,">0&<80","a",2.874,0.733,3,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_028","MVCO_028_00","","",2004-10-13 16:00:00,41.325,-70.5667,0,">0&<80","b",4.165,1.024,3,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_029","MVCO_029_00","","",2004-10-29 15:45:00,41.325,-70.5667,0,">0","a",3.805,1.517,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_029","MVCO_029_00","","",2004-10-29 15:45:00,41.325,-70.5667,0,">0","b",3.682,1.631,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_029","MVCO_029_00","","",2004-10-29 15:45:00,41.325,-70.5667,0,">0&<10","a",2.209,1.032,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_029","MVCO_029_00","","",2004-10-29 15:45:00,41.325,-70.5667,0,">0&<10","b",2.073,0.91,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_029","MVCO_029_00","","",2004-10-29 15:45:00,41.325,-70.5667,0,">0&<80","a",3.513,1.482,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_029","MVCO_029_00","","",2004-10-29 15:45:00,41.325,-70.5667,0,">0&<80","b",3.695,1.457,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_030","MVCO_030_00","","",2004-11-30 19:30:00,41.325,-70.5667,0,">0","a",2.984,1.027,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_030","MVCO_030_00","","",2004-11-30 19:30:00,41.325,-70.5667,0,">0","b",3.25,1.16,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_030","MVCO_030_00","","",2004-11-30 19:30:00,41.325,-70.5667,0,">0&<10","a",1.33,0.656,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_030","MVCO_030_00","","",2004-11-30 19:30:00,41.325,-70.5667,0,">0&<10","b",1.745,0.674,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_030","MVCO_030_00","","",2004-11-30 19:30:00,41.325,-70.5667,0,">0&<80","a",2.589,0.938,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_030","MVCO_030_00","","",2004-11-30 19:30:00,41.325,-70.5667,0,">0&<80","b",2.66,1.106,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_031","MVCO_031_01","","",2005-03-17 18:00:00,41.325,-70.5667,0,">0","a",2.936,0.454,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_031","MVCO_031_01","","",2005-03-17 18:00:00,41.325,-70.5667,0,">0","b",2.939,0.54,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_031","MVCO_031_01","","",2005-03-17 18:00:00,41.325,-70.5667,0,">0&<10","a",0.487,0.224,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_031","MVCO_031_01","","",2005-03-17 18:00:00,41.325,-70.5667,0,">0&<10","b",0.491,0.237,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_031","MVCO_031_01","","",2005-03-17 18:00:00,41.325,-70.5667,0,">0&<80","a",1.842,0.407,3,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_031","MVCO_031_01","","",2005-03-17 18:00:00,41.325,-70.5667,0,">0&<80","b",2.413,0.534,3,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_032","MVCO_032_00","","",2005-04-19 20:00:00,41.325,-70.5667,0,">0","a",1.021,0.276,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_032","MVCO_032_00","","",2005-04-19 20:00:00,41.325,-70.5667,0,">0","b",1.054,0.256,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_032","MVCO_032_00","","",2005-04-19 20:00:00,41.325,-70.5667,0,">0&<10","a",0.733,0.168,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_032","MVCO_032_00","","",2005-04-19 20:00:00,41.325,-70.5667,0,">0&<10","b",0.732,0.13,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_032","MVCO_032_00","","",2005-04-19 20:00:00,41.325,-70.5667,0,">0&<80","a",0.993,0.221,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_032","MVCO_032_00","","",2005-04-19 20:00:00,41.325,-70.5667,0,">0&<80","b",0.91,0.228,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_033","MVCO_033_00","","",2005-05-04 14:40:00,41.325,-70.5667,0,">0","a",1.011,0.345,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_033","MVCO_033_00","","",2005-05-04 14:40:00,41.325,-70.5667,0,">0","b",0.931,0.412,3,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_033","MVCO_033_00","","",2005-05-04 14:40:00,41.325,-70.5667,0,">0&<10","a",0.59,0.276,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_033","MVCO_033_00","","",2005-05-04 14:40:00,41.325,-70.5667,0,">0&<10","b",0.595,0.277,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_033","MVCO_033_00","","",2005-05-04 14:40:00,41.325,-70.5667,0,">0&<80","a",0.839,0.348,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_033","MVCO_033_00","","",2005-05-04 14:40:00,41.325,-70.5667,0,">0&<80","b",0.91,0.311,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_034","MVCO_034_00","","",2005-06-08 22:00:00,41.325,-70.5667,0,">0","a",1.027,0.286,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_034","MVCO_034_00","","",2005-06-08 22:00:00,41.325,-70.5667,0,">0","b",1.044,0.327,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_034","MVCO_034_00","","",2005-06-08 22:00:00,41.325,-70.5667,0,">0&<10","a",0.771,0.24,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_034","MVCO_034_00","","",2005-06-08 22:00:00,41.325,-70.5667,0,">0&<10","b",0.766,0.239,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_034","MVCO_034_00","","",2005-06-08 22:00:00,41.325,-70.5667,0,">0&<80","a",0.993,0.325,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_034","MVCO_034_00","","",2005-06-08 22:00:00,41.325,-70.5667,0,">0&<80","b",1.129,0.004,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_035","MVCO_035_00","","",2005-06-23 19:00:00,41.325,-70.5667,0,">0","a",1.552,0.418,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_035","MVCO_035_00","","",2005-06-23 19:00:00,41.325,-70.5667,0,">0","b",1.524,0.408,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_035","MVCO_035_00","","",2005-06-23 19:00:00,41.325,-70.5667,0,">0&<10","a",1.208,0.342,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_035","MVCO_035_00","","",2005-06-23 19:00:00,41.325,-70.5667,0,">0&<10","b",1.155,0.358,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_035","MVCO_035_00","","",2005-06-23 19:00:00,41.325,-70.5667,0,">0&<80","a",1.606,0.291,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_035","MVCO_035_00","","",2005-06-23 19:00:00,41.325,-70.5667,0,">0&<80","b",1.574,0.385,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_036","MVCO_036_00","","",2005-07-05 18:30:00,41.325,-70.5667,0,">0","a",1.129,0.327,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_036","MVCO_036_00","","",2005-07-05 18:30:00,41.325,-70.5667,0,">0","b",1.203,0.366,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_036","MVCO_036_00","","",2005-07-05 18:30:00,41.325,-70.5667,0,">0&<10","a",0.902,0.29,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_036","MVCO_036_00","","",2005-07-05 18:30:00,41.325,-70.5667,0,">0&<10","b",0.946,0.271,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_036","MVCO_036_00","","",2005-07-05 18:30:00,41.325,-70.5667,0,">0&<80","a",1.151,0.436,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_036","MVCO_036_00","","",2005-07-05 18:30:00,41.325,-70.5667,0,">0&<80","b",1.197,0.364,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_037","MVCO_037_00","","",2005-07-21 19:00:00,41.325,-70.5667,0,">0","a",1.715,0.45,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_037","MVCO_037_00","","",2005-07-21 19:00:00,41.325,-70.5667,0,">0","b",1.82,0.512,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_037","MVCO_037_00","","",2005-07-21 19:00:00,41.325,-70.5667,0,">0&<10","a",1.339,0.423,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_037","MVCO_037_00","","",2005-07-21 19:00:00,41.325,-70.5667,0,">0&<10","b",1.441,0.427,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_037","MVCO_037_00","","",2005-07-21 19:00:00,41.325,-70.5667,0,">0&<80","a",1.658,0.607,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_037","MVCO_037_00","","",2005-07-21 19:00:00,41.325,-70.5667,0,">0&<80","b",1.937,0.487,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_038","MVCO_038_00","","",2005-08-02 18:00:00,41.325,-70.5667,0,">0","a",1.447,0.59,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_038","MVCO_038_00","","",2005-08-02 18:00:00,41.325,-70.5667,0,">0","b",1.51,0.467,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_038","MVCO_038_00","","",2005-08-02 18:00:00,41.325,-70.5667,0,">0&<10","a",1.304,0.476,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_038","MVCO_038_00","","",2005-08-02 18:00:00,41.325,-70.5667,0,">0&<10","b",1.345,0.444,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_038","MVCO_038_00","","",2005-08-02 18:00:00,41.325,-70.5667,0,">0&<80","a",1.378,0.523,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_038","MVCO_038_00","","",2005-08-02 18:00:00,41.325,-70.5667,0,">0&<80","b",1.555,0.352,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_039","MVCO_039_00","","",2005-08-10 18:00:00,41.325,-70.5667,0,">0","a",1.432,0.427,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_039","MVCO_039_00","","",2005-08-10 18:00:00,41.325,-70.5667,0,">0","b",1.436,0.394,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_039","MVCO_039_00","","",2005-08-10 18:00:00,41.325,-70.5667,0,">0&<10","a",1.289,0.382,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_039","MVCO_039_00","","",2005-08-10 18:00:00,41.325,-70.5667,0,">0&<10","b",1.274,0.323,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_039","MVCO_039_00","","",2005-08-10 18:00:00,41.325,-70.5667,0,">0&<80","a",1.398,0.396,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_039","MVCO_039_00","","",2005-08-10 18:00:00,41.325,-70.5667,0,">0&<80","b",1.298,0.446,1,"Turner Designs Aquafluor Handheld Serial Number 800017"
"MVCO_040","MVCO_040_00","","",2005-08-30 21:45:00,41.325,-70.5667,0,">0","a",2.986,1.234,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_040","MVCO_040_00","","",2005-08-30 21:45:00,41.325,-70.5667,0,">0","b",2.867,1.279,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_040","MVCO_040_00","","",2005-08-30 21:45:00,41.325,-70.5667,0,">0&<10","a",1.596,0.81,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_040","MVCO_040_00","","",2005-08-30 21:45:00,41.325,-70.5667,0,">0&<10","b",1.682,0.606,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_040","MVCO_040_00","","",2005-08-30 21:45:00,41.325,-70.5667,0,">0&<80","a",3.125,0.589,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_040","MVCO_040_00","","",2005-08-30 21:45:00,41.325,-70.5667,0,">0&<80","b",2.384,0.914,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_041","MVCO_041_00","","",2005-09-19 20:00:00,41.325,-70.5667,0,">0","a",3.893,0.968,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_041","MVCO_041_00","","",2005-09-19 20:00:00,41.325,-70.5667,0,">0","b",3.799,1.184,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_041","MVCO_041_00","","",2005-09-19 20:00:00,41.325,-70.5667,0,">0&<10","a",2.031,0.634,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_041","MVCO_041_00","","",2005-09-19 20:00:00,41.325,-70.5667,0,">0&<10","b",1.781,0.527,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_041","MVCO_041_00","","",2005-09-19 20:00:00,41.325,-70.5667,0,">0&<80","a",3.803,1.031,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_041","MVCO_041_00","","",2005-09-19 20:00:00,41.325,-70.5667,0,">0&<80","b",3.432,0.933,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_042","MVCO_042_00","","",2005-10-21 20:10:00,41.325,-70.5667,0,">0","a",11.554,1.431,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_042","MVCO_042_00","","",2005-10-21 20:10:00,41.325,-70.5667,0,">0","b",11.163,1.171,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_042","MVCO_042_00","","",2005-10-21 20:10:00,41.325,-70.5667,0,">0&<10","a",3.808,1.067,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_042","MVCO_042_00","","",2005-10-21 20:10:00,41.325,-70.5667,0,">0&<10","b",3.293,0.883,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_042","MVCO_042_00","","",2005-10-21 20:10:00,41.325,-70.5667,0,">0&<80","a",8.34,1.234,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_042","MVCO_042_00","","",2005-10-21 20:10:00,41.325,-70.5667,0,">0&<80","b",9.316,1.028,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_043","MVCO_043_00","","",2005-12-14 14:20:00,41.325,-70.5667,0,">0","a",7.082,0.993,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_043","MVCO_043_00","","",2005-12-14 14:20:00,41.325,-70.5667,0,">0","b",6.572,1.696,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_043","MVCO_043_00","","",2005-12-14 14:20:00,41.325,-70.5667,0,">0&<10","a",1.869,0.642,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_043","MVCO_043_00","","",2005-12-14 14:20:00,41.325,-70.5667,0,">0&<10","b",1.564,0.438,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_043","MVCO_043_00","","",2005-12-14 14:20:00,41.325,-70.5667,0,">0&<80","a",5.012,1.084,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_043","MVCO_043_00","","",2005-12-14 14:20:00,41.325,-70.5667,0,">0&<80","b",6.042,1.397,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_044","MVCO_044_00","","",2006-02-02 18:35:00,41.325,-70.5667,0,">0","a",3.219,0.876,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_044","MVCO_044_00","","",2006-02-02 18:35:00,41.325,-70.5667,0,">0","b",2.701,0.449,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_044","MVCO_044_00","","",2006-02-02 18:35:00,41.325,-70.5667,0,">0&<10","a",1.212,0.311,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_044","MVCO_044_00","","",2006-02-02 18:35:00,41.325,-70.5667,0,">0&<10","b",0.86,0.265,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_044","MVCO_044_00","","",2006-02-02 18:35:00,41.325,-70.5667,0,">0&<80","a",2.512,0.73,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_044","MVCO_044_00","","",2006-02-02 18:35:00,41.325,-70.5667,0,">0&<80","b",2.081,0.619,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_045","MVCO_045_00","","",2006-02-16 21:00:00,41.325,-70.5667,0,">0","a",2.539,0.621,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_045","MVCO_045_00","","",2006-02-16 21:00:00,41.325,-70.5667,0,">0","b",2.344,0.599,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_045","MVCO_045_00","","",2006-02-16 21:00:00,41.325,-70.5667,0,">0&<10","a",1.643,0.061,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_045","MVCO_045_00","","",2006-02-16 21:00:00,41.325,-70.5667,0,">0&<10","b",1.415,0.386,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_045","MVCO_045_00","","",2006-02-16 21:00:00,41.325,-70.5667,0,">0&<80","a",2.2,0.709,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_045","MVCO_045_00","","",2006-02-16 21:00:00,41.325,-70.5667,0,">0&<80","b",2.602,0.57,1,"Turner Designs Picofluorometer Handheld In Vitro Serial Number 0540"
"MVCO_046","MVCO_046_00","","",2006-04-19 21:10:00,41.325,-70.5667,0,">0","a",1.345,0.479,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_046","MVCO_046_00","","",2006-04-19 21:10:00,41.325,-70.5667,0,">0","b",1.299,0.52,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_046","MVCO_046_00","","",2006-04-19 21:10:00,41.325,-70.5667,0,">0&<10","a",0.715,0.224,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_046","MVCO_046_00","","",2006-04-19 21:10:00,41.325,-70.5667,0,">0&<10","b",0.589,0.226,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_046","MVCO_046_00","","",2006-04-19 21:10:00,41.325,-70.5667,0,">0&<80","a",1.346,0.446,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_046","MVCO_046_00","","",2006-04-19 21:10:00,41.325,-70.5667,0,">0&<80","b",1.543,0.454,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_047","MVCO_047_01","","",2006-04-28 14:15:00,41.325,-70.5667,0,">0","a",1.033,0.38,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_047","MVCO_047_01","","",2006-04-28 14:15:00,41.325,-70.5667,0,">0","b",1.053,0.351,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_047","MVCO_047_01","","",2006-04-28 14:15:00,41.325,-70.5667,0,">0&<10","a",0.769,0.266,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_047","MVCO_047_01","","",2006-04-28 14:15:00,41.325,-70.5667,0,">0&<10","b",0.673,0.246,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_047","MVCO_047_01","","",2006-04-28 14:15:00,41.325,-70.5667,0,">0&<80","a",1.022,0.32,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_047","MVCO_047_01","","",2006-04-28 14:15:00,41.325,-70.5667,0,">0&<80","b",1.101,0.281,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_048","MVCO_048_00","","",2006-05-08 17:00:00,41.325,-70.5667,0,">0","a",0.979,0.414,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_048","MVCO_048_00","","",2006-05-08 17:00:00,41.325,-70.5667,0,">0","b",0.965,0.436,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_048","MVCO_048_00","","",2006-05-08 17:00:00,41.325,-70.5667,0,">0&<10","a",0.756,0.319,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_048","MVCO_048_00","","",2006-05-08 17:00:00,41.325,-70.5667,0,">0&<10","b",0.662,0.308,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_048","MVCO_048_00","","",2006-05-08 17:00:00,41.325,-70.5667,0,">0&<80","a",0.895,0.455,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_048","MVCO_048_00","","",2006-05-08 17:00:00,41.325,-70.5667,0,">0&<80","b",0.882,0.427,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_049","MVCO_049_00","","",2006-05-24 14:20:00,41.325,-70.5667,0,">0","a",1.109,0.529,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
